"Age","Work_Experience","Family_Size","Segmentation","Gender (to number)","Ever_Married (to number)","Graduated (to number)","Profession (to number)","Spending_Score (to number)","Var_1 (to number)","Segmentation (to number)","ID"
48,0,6,"A",1,1,1,4,1,1,1,6268
65,0,2,"C",0,1,0,4,1,1,3,6269
41,0,5,"B",0,1,1,4,2,1,2,6270
35,3,4,"D",0,0,0,5,0,0,0,6271
27,1,4,"B",1,0,1,0,0,1,2,6272
37,0,3,"B",0,1,1,5,1,0,2,6273
36,0,1,"B",1,1,1,1,0,1,2,6274
37,8,4,"A",0,1,1,0,1,1,1,6275
59,11,2,"B",0,1,0,5,2,1,2,6276
47,0,5,"C",0,1,1,6,2,0,3,6277
61,5,3,"D",0,1,1,6,0,1,0,6278
47,1,3,"D",1,1,1,4,1,1,0,6279
50,2,4,"B",0,1,1,4,1,1,2,6280
19,0,4,"B",0,0,0,0,0,1,2,6281
50,1,5,"A",0,1,1,4,1,1,1,6282
27,8,3,"D",0,0,0,0,0,3,0,6283
20,1,3,"D",1,1,1,2,1,3,0,6284
55,8,1,"B",0,1,1,4,0,1,2,6285
88,1,4,"C",1,1,1,2,1,1,3,6286
42,0,4,"A",0,0,1,4,0,3,1,6287
35,9,3,"B",1,1,1,0,2,1,2,6288
27,5,4,"B",0,1,0,5,2,1,2,6289
29,0,4,"B",1,0,1,0,0,0,2,6290
79,1,2,"A",1,1,0,2,2,1,1,6291
89,1,2,"C",0,1,0,2,0,1,3,6292
31,1,2,"B",0,0,0,4,0,1,2,6293
72,1,6,"D",0,1,1,4,1,4,0,6294
61,11,1,"C",1,0,1,4,0,1,3,6295
62,0,2,"A",0,1,1,4,0,1,1,6296
56,1,2,"B",0,1,1,4,1,1,2,6297
60,2,5,"C",0,1,1,4,1,1,3,6298
57,8,3,"D",0,1,1,5,2,1,0,6299
19,5,5,"A",0,0,0,0,0,5,1,6300
51,3,6,"C",1,1,1,4,1,1,3,6301
86,1,2,"A",1,1,0,4,2,1,1,6302
23,6,2,"B",0,0,0,3,0,1,2,6303
47,0,2,"D",0,1,1,4,1,1,0,6304
19,7,6,"D",1,0,0,0,0,1,0,6305
50,0,4,"B",0,1,0,4,2,1,2,6306
48,0,1,"A",1,0,1,6,0,1,1,6307
70,1,2,"B",0,1,1,6,1,1,2,6308
50,3,5,"D",0,1,1,5,2,1,0,6309
35,0,1,"A",0,0,1,3,0,1,1,6310
36,0,2,"D",1,0,1,4,0,6,0,6311
35,0,2,"D",0,1,1,4,1,1,0,6312
18,3,3,"C",0,0,0,0,0,5,3,6313
62,1,3,"A",0,1,0,4,2,1,1,6314
43,0,4,"A",0,1,1,3,0,0,1,6315
32,7,1,"D",1,0,1,3,0,1,0,6316
39,0,1,"C",0,0,1,4,0,1,3,6317
89,0,2,"A",1,1,1,2,2,1,1,6318
18,0,3,"B",1,0,0,0,0,0,2,6319
57,0,2,"B",1,1,1,4,2,3,2,6320
18,0,4,"D",1,0,0,3,0,1,0,6321
69,0,2,"C",1,1,1,4,1,1,3,6322
42,0,4,"D",1,0,1,0,0,1,0,6323
36,0,2,"B",1,0,1,4,0,1,2,6324
80,1,2,"D",1,1,1,2,2,1,0,6325
67,0,3,"A",1,1,1,4,1,1,1,6326
49,0,2,"D",1,1,1,4,1,1,0,6327
32,9,4,"A",1,1,0,1,0,1,1,6328
65,1,4,"D",1,1,1,2,1,1,0,6329
78,0,2,"D",1,1,0,2,2,1,0,6330
33,1,6,"D",0,0,1,4,0,1,0,6331
48,1,1,"D",0,1,1,4,0,1,0,6332
58,1,5,"A",0,1,1,5,1,1,1,6333
30,9,4,"A",1,0,0,0,0,1,1,6334
35,0,2,"D",1,0,1,4,0,1,0,6335
32,6,5,"D",0,0,1,0,0,1,0,6336
69,1,2,"B",0,1,1,7,2,1,2,6337
71,1,2,"C",1,1,1,2,2,1,3,6338
43,0,1,"C",0,0,1,2,0,0,3,6339
37,0,2,"A",0,1,1,4,0,1,1,6340
42,0,1,"B",0,0,1,6,0,1,2,6341
70,1,2,"C",1,1,1,6,1,1,3,6342
46,0,2,"B",0,0,1,4,0,1,2,6343
70,0,2,"B",0,1,1,4,1,1,2,6344
60,1,1,"C",0,1,1,3,0,1,3,6345
37,0,2,"B",0,0,1,3,0,5,2,6346
32,1,3,"D",1,0,1,1,0,1,0,6347
42,0,1,"A",0,0,1,8,0,1,1,6348
29,8,2,"C",0,1,1,0,2,1,3,6349
88,1,2,"D",1,1,1,4,2,1,0,6350
70,1,1,"A",0,1,1,2,0,1,1,6351
50,1,4,"B",1,1,1,4,2,1,2,6352
43,4,4,"B",0,1,1,6,1,3,2,6353
51,6,2,"B",0,1,1,4,1,1,2,6354
60,0,2,"D",0,1,0,5,0,1,0,6355
46,2,1,"C",0,0,1,4,0,1,3,6356
81,0,2,"B",1,1,1,8,0,1,2,6357
22,0,4,"A",0,1,0,5,2,1,1,6358
37,0,3,"D",0,1,1,4,1,1,0,6359
43,0,1,"D",0,1,0,1,0,1,0,6360
50,1,3,"D",0,1,1,4,1,1,0,6361
35,1,2,"A",1,1,1,4,1,2,1,6362
65,1,2,"C",0,1,0,2,2,1,3,6363
41,0,4,"B",1,0,1,1,0,1,2,6364
28,8,2,"D",0,0,0,3,0,1,0,6365
55,4,2,"A",0,1,1,4,1,1,1,6366
78,1,2,"B",1,1,0,6,2,1,2,6367
35,1,3,"A",1,0,1,6,0,1,1,6368
30,0,4,"A",0,0,0,6,0,1,1,6369
69,0,2,"C",0,1,0,5,2,1,3,6370
65,1,2,"B",0,1,1,6,1,1,2,6371
70,1,2,"C",1,1,1,2,0,1,3,6372
32,0,4,"D",0,1,0,0,1,1,0,6373
21,8,5,"A",0,0,0,0,0,1,1,6374
39,0,2,"D",1,0,0,8,0,0,0,6375
85,0,3,"C",0,1,1,2,0,1,3,6376
66,0,2,"A",1,0,1,4,0,1,1,6377
50,1,2,"A",1,1,1,4,1,1,1,6378
42,0,3,"B",1,1,1,4,1,1,2,6379
53,9,1,"C",0,1,1,4,0,1,3,6380
45,1,2,"D",1,1,1,4,0,1,0,6381
40,4,1,"A",0,1,1,4,0,1,1,6382
35,1,1,"B",1,1,1,4,0,4,2,6383
48,0,3,"A",1,1,1,4,1,0,1,6384
56,0,2,"B",1,1,1,4,1,1,2,6385
46,7,3,"C",1,1,1,3,0,1,3,6386
49,0,2,"C",0,1,0,2,0,1,3,6387
72,1,4,"C",0,1,0,8,0,1,3,6388
77,0,1,"B",1,1,1,2,0,1,2,6389
42,6,4,"D",0,1,1,0,2,1,0,6390
26,1,1,"B",0,0,1,0,0,1,2,6391
67,1,2,"A",0,1,1,2,2,1,1,6392
55,1,1,"D",0,1,1,1,0,1,0,6393
32,7,2,"D",0,1,1,0,0,1,0,6394
49,13,1,"B",1,0,1,7,0,1,2,6395
22,8,5,"D",0,0,0,0,0,0,0,6396
28,8,1,"B",1,0,1,4,0,1,2,6397
28,1,3,"A",0,0,1,3,0,1,1,6398
37,13,2,"A",1,1,1,4,0,1,1,6399
50,0,2,"B",0,1,1,6,1,1,2,6400
50,1,4,"C",1,1,1,5,2,1,3,6401
35,3,5,"A",1,1,1,4,1,0,1,6402
46,0,1,"C",0,1,1,4,0,1,3,6403
33,7,3,"A",1,0,1,4,0,1,1,6404
49,0,1,"A",0,1,1,4,0,1,1,6405
25,0,3,"D",0,0,0,0,0,1,0,6406
41,6,1,"D",1,1,1,4,0,1,0,6407
68,0,2,"D",1,1,1,4,2,1,0,6408
79,2,2,"A",1,1,0,2,2,1,1,6409
40,5,5,"A",0,1,1,3,1,1,1,6410
57,0,2,"B",0,1,1,6,1,0,2,6411
63,8,1,"B",1,1,0,1,0,1,2,6412
26,1,3,"D",1,1,0,3,0,1,0,6413
50,0,3,"C",1,1,0,8,2,0,3,6414
30,9,4,"D",1,0,0,8,0,5,0,6415
42,3,1,"A",0,0,1,4,0,1,1,6416
88,4,2,"A",0,1,1,4,0,1,1,6417
45,3,3,"A",0,1,0,4,1,1,1,6418
86,1,1,"C",1,1,1,2,0,1,3,6419
18,1,5,"A",0,0,0,0,0,1,1,6420
72,8,2,"A",1,1,1,2,2,1,1,6421
46,3,3,"D",0,0,0,4,0,6,0,6422
42,9,6,"D",0,1,0,5,2,1,0,6423
19,4,4,"D",0,0,0,0,0,1,0,6424
68,1,1,"B",0,1,1,5,0,1,2,6425
40,0,2,"A",1,1,1,4,0,1,1,6426
84,1,2,"D",1,1,0,2,2,1,0,6427
51,0,4,"C",0,1,0,4,0,4,3,6428
41,1,5,"C",1,1,1,4,1,1,3,6429
51,1,2,"B",0,1,0,5,2,1,2,6430
62,1,4,"C",1,1,0,2,2,0,3,6431
38,8,1,"A",1,1,1,4,0,1,1,6432
22,3,4,"D",0,0,0,0,0,1,0,6433
62,1,1,"B",1,1,1,3,0,1,2,6434
43,1,3,"A",1,0,0,3,0,1,1,6435
31,4,2,"B",1,0,1,1,0,1,2,6436
46,4,4,"C",0,1,0,4,2,1,3,6437
39,1,1,"D",1,0,1,1,0,0,0,6438
20,0,5,"D",0,0,0,0,0,5,0,6439
72,1,1,"D",0,1,1,5,0,1,0,6440
70,0,1,"B",0,1,1,0,0,0,2,6441
45,2,1,"C",0,0,1,4,0,1,3,6442
33,7,5,"D",0,0,0,5,0,1,0,6443
31,6,1,"A",0,0,1,3,0,1,1,6444
74,1,2,"B",1,1,0,2,2,1,2,6445
49,0,2,"C",0,1,1,8,2,1,3,6446
18,1,3,"A",1,0,0,0,0,1,1,6447
85,2,2,"C",1,1,0,3,1,1,3,6448
28,0,4,"A",0,1,0,4,0,1,1,6449
59,9,3,"B",0,1,1,7,1,1,2,6450
56,0,2,"B",1,1,1,4,0,1,2,6451
69,0,1,"C",0,1,1,4,0,1,3,6452
66,0,2,"C",0,1,1,4,0,1,3,6453
18,4,6,"D",0,0,0,0,0,5,0,6454
36,4,1,"A",0,0,1,4,0,0,1,6455
31,1,2,"B",0,0,1,8,0,3,2,6456
67,1,2,"D",0,1,0,5,2,0,0,6457
39,7,1,"D",1,0,1,4,0,1,0,6458
42,4,3,"C",0,0,1,3,0,1,3,6459
50,0,2,"A",0,1,1,4,0,1,1,6460
37,0,2,"D",1,1,1,4,1,1,0,6461
59,0,1,"C",1,0,1,4,0,1,3,6462
50,8,2,"D",0,1,1,4,0,1,0,6463
48,8,3,"B",0,1,1,4,0,5,2,6464
55,9,1,"B",0,1,1,4,0,1,2,6465
38,13,1,"A",0,0,1,4,0,2,1,6466
43,0,2,"A",0,0,1,4,0,1,1,6467
53,0,2,"A",1,0,1,4,0,1,1,6468
37,0,1,"B",0,0,1,3,0,1,2,6469
36,5,1,"A",1,0,1,4,0,1,1,6470
36,5,1,"A",0,0,1,4,0,1,1,6471
62,1,1,"D",0,1,1,4,0,1,0,6472
38,2,2,"B",1,0,0,4,0,1,2,6473
55,1,1,"B",0,0,1,3,0,1,2,6474
60,1,2,"C",0,1,0,3,1,1,3,6475
36,7,2,"A",1,1,1,3,1,6,1,6476
30,5,9,"D",0,0,0,3,0,3,0,6477
66,4,3,"A",1,0,0,3,0,1,1,6478
45,1,1,"D",0,1,1,3,0,1,0,6479
62,4,1,"A",1,1,1,7,0,6,1,6480
61,1,2,"C",0,1,1,4,0,1,3,6481
50,4,2,"D",1,1,1,4,0,1,0,6482
53,3,2,"A",0,1,1,3,0,1,1,6483
39,7,1,"A",0,0,1,4,0,1,1,6484
86,0,1,"D",1,0,1,2,0,3,0,6485
50,1,1,"B",0,1,1,4,0,0,2,6486
52,0,1,"B",0,0,1,8,0,3,2,6487
45,0,1,"B",1,0,0,8,0,1,2,6488
36,3,1,"B",1,1,1,1,0,1,2,6489
40,1,1,"B",1,0,0,6,0,1,2,6490
80,4,2,"B",0,1,0,2,1,1,2,6491
46,3,1,"A",1,0,1,4,0,3,1,6492
81,1,1,"D",1,1,1,2,0,1,0,6493
26,8,3,"D",1,0,1,0,0,3,0,6494
26,1,1,"D",0,0,1,4,0,0,0,6495
47,0,1,"A",1,0,1,4,0,0,1,6496
48,1,5,"C",0,1,1,1,1,1,3,6497
39,1,3,"B",0,1,1,4,1,5,2,6498
50,8,2,"B",0,1,1,4,1,1,2,6499
26,8,2,"D",0,1,1,1,1,3,0,6500
36,4,2,"D",1,1,1,4,0,1,0,6501
29,1,4,"D",0,0,1,0,0,1,0,6502
39,1,1,"A",1,0,0,4,0,1,1,6503
41,0,3,"B",1,0,1,4,0,1,2,6504
40,9,3,"C",0,1,1,3,2,1,3,6505
25,4,3,"A",1,0,1,0,0,1,1,6506
41,7,2,"A",1,1,1,4,0,1,1,6507
37,11,1,"A",0,0,1,4,0,1,1,6508
51,0,3,"A",1,1,1,1,1,3,1,6509
73,1,3,"D",0,1,1,3,1,1,0,6510
39,5,1,"A",0,0,1,3,0,3,1,6511
19,0,4,"D",1,0,0,0,0,5,0,6512
19,0,7,"A",1,0,0,0,0,5,1,6513
23,1,5,"D",1,0,0,3,0,5,0,6514
83,0,2,"A",0,1,1,5,2,5,1,6515
62,1,2,"C",1,1,1,4,2,1,3,6516
43,9,4,"C",1,0,1,4,0,1,3,6517
27,0,5,"A",1,0,0,4,0,5,1,6518
50,0,1,"B",0,0,1,4,0,1,2,6519
23,0,6,"D",1,0,0,3,0,5,0,6520
35,9,2,"D",0,0,0,3,0,1,0,6521
42,2,3,"C",1,0,1,6,0,1,3,6522
33,13,1,"A",0,0,0,3,0,1,1,6523
28,9,3,"D",1,0,1,3,0,1,0,6524
35,9,2,"D",1,0,1,0,0,1,0,6525
39,0,2,"A",1,1,1,3,0,1,1,6526
35,11,6,"A",0,1,1,3,0,1,1,6527
45,0,2,"C",1,1,1,1,1,1,3,6528
52,1,1,"A",0,0,0,3,0,1,1,6529
28,0,3,"A",0,0,0,0,0,1,1,6530
38,9,3,"A",0,1,1,0,0,1,1,6531
42,8,1,"C",1,0,1,3,0,1,3,6532
27,7,2,"B",1,0,1,0,0,1,2,6533
41,1,2,"B",0,1,1,4,0,1,2,6534
47,0,4,"D",0,1,1,5,2,1,0,6535
35,8,1,"A",0,0,1,6,0,1,1,6536
88,0,1,"B",1,0,1,2,0,1,2,6537
46,6,1,"B",1,0,1,4,0,1,2,6538
41,3,2,"A",1,1,1,4,0,1,1,6539
30,10,5,"B",1,0,1,6,0,1,2,6540
43,12,2,"A",0,1,1,6,0,1,1,6541
29,9,2,"A",1,0,1,3,0,1,1,6542
48,1,1,"B",0,1,1,4,0,1,2,6543
61,4,6,"B",1,1,1,4,1,0,2,6544
51,2,1,"B",1,0,1,2,0,1,2,6545
43,9,1,"D",1,0,1,0,0,1,0,6546
27,14,4,"A",0,0,0,0,0,1,1,6547
35,14,6,"A",1,0,0,6,0,2,1,6548
39,4,2,"B",1,1,0,6,1,2,2,6549
38,10,1,"B",1,0,1,1,0,1,2,6550
30,12,2,"D",1,0,1,3,0,1,0,6551
43,10,1,"D",1,0,1,4,0,1,0,6552
42,10,4,"D",1,0,0,3,0,1,0,6553
46,2,1,"B",1,0,1,4,0,2,2,6554
47,11,2,"B",1,0,1,4,0,1,2,6555
32,13,5,"B",1,0,0,3,0,2,2,6556
53,11,2,"D",1,1,1,4,1,1,0,6557
39,0,2,"A",1,0,1,4,0,1,1,6558
37,3,1,"B",1,0,1,4,0,3,2,6559
30,1,1,"D",0,0,0,8,0,3,0,6560
49,0,1,"A",1,1,1,4,0,0,1,6561
55,0,3,"B",0,1,1,0,0,0,2,6562
59,1,2,"C",1,1,1,6,0,0,3,6563
27,9,2,"B",1,1,1,5,2,1,2,6564
25,1,2,"B",1,0,1,4,0,1,2,6565
37,1,1,"B",1,0,1,6,0,1,2,6566
38,9,3,"A",0,0,1,4,0,1,1,6567
29,9,3,"D",0,0,1,3,0,1,0,6568
28,11,2,"A",0,0,1,4,0,1,1,6569
27,8,2,"D",1,1,1,8,0,1,0,6570
42,3,2,"D",1,0,0,3,0,1,0,6571
43,14,2,"B",1,0,1,4,0,1,2,6572
40,8,2,"A",1,1,1,0,1,1,1,6573
41,9,3,"B",0,0,1,4,0,1,2,6574
46,8,1,"B",0,1,0,3,0,4,2,6575
56,1,1,"C",1,0,1,3,0,1,3,6576
28,12,1,"A",0,0,1,8,0,1,1,6577
25,0,3,"A",1,0,1,4,0,2,1,6578
42,6,7,"C",0,1,1,4,0,1,3,6579
41,5,2,"C",1,0,1,3,0,1,3,6580
36,3,2,"C",0,1,1,0,0,1,3,6581
42,2,1,"A",1,0,1,4,0,1,1,6582
42,8,4,"C",1,0,1,4,0,1,3,6583
55,1,2,"B",1,0,1,3,0,1,2,6584
47,1,1,"A",1,0,1,1,0,1,1,6585
26,8,1,"D",1,0,1,4,0,1,0,6586
28,5,2,"B",1,0,0,4,0,1,2,6587
37,0,1,"D",1,0,1,6,0,1,0,6588
25,2,1,"D",0,0,0,8,0,3,0,6589
50,1,4,"C",0,1,1,5,2,0,3,6590
42,5,1,"B",1,0,1,6,0,1,2,6591
26,2,4,"A",0,1,0,3,0,3,1,6592
30,1,6,"A",0,0,0,3,0,3,1,6593
20,4,7,"D",1,0,0,0,0,3,0,6594
19,8,5,"D",1,0,0,8,0,3,0,6595
19,9,6,"D",0,0,0,0,0,3,0,6596
20,0,6,"D",0,0,0,0,0,3,0,6597
26,1,3,"D",1,0,1,1,0,3,0,6598
31,0,4,"A",0,0,0,6,0,3,1,6599
31,2,3,"A",0,1,1,0,2,3,1,6600
41,9,3,"A",1,1,1,1,1,3,1,6601
42,0,3,"D",1,1,1,7,1,3,0,6602
78,1,3,"B",0,1,0,2,2,3,2,6603
65,1,2,"D",1,1,1,2,0,3,0,6604
36,8,2,"C",0,0,1,4,0,3,3,6605
55,0,4,"C",1,1,1,4,1,3,3,6606
52,0,2,"B",0,1,1,1,1,3,2,6607
52,7,3,"D",0,1,1,7,1,3,0,6608
37,7,1,"C",1,0,0,1,0,3,3,6609
40,1,2,"A",1,0,0,0,0,4,1,6610
25,0,3,"B",0,0,0,6,0,3,2,6611
33,1,4,"A",1,0,1,1,0,3,1,6612
26,1,1,"C",0,0,1,4,0,3,3,6613
28,0,1,"D",1,0,0,3,0,3,0,6614
18,0,6,"B",0,0,0,8,0,3,2,6615
52,0,3,"A",0,0,0,3,0,3,1,6616
26,0,2,"D",0,0,1,0,0,3,0,6617
18,0,4,"D",0,0,0,0,0,3,0,6618
36,0,3,"B",1,1,1,6,1,3,2,6619
27,8,2,"A",0,1,1,6,1,0,1,6620
27,8,4,"D",0,0,1,3,0,3,0,6621
80,1,2,"D",0,1,1,2,0,3,0,6622
71,7,3,"C",1,1,1,2,2,3,3,6623
47,8,4,"D",0,1,0,6,2,1,0,6624
26,0,4,"D",1,0,1,4,0,3,0,6625
37,1,2,"B",1,0,0,6,0,3,2,6626
28,8,1,"B",1,0,0,7,0,0,2,6627
29,9,3,"A",1,1,1,4,0,1,1,6628
37,7,3,"D",1,1,1,8,1,1,0,6629
32,6,2,"A",1,0,0,6,0,3,1,6630
48,9,2,"C",1,1,1,7,1,3,3,6631
27,8,1,"B",1,0,0,7,0,3,2,6632
49,1,1,"A",1,0,1,4,0,1,1,6633
33,8,5,"A",1,1,1,1,1,0,1,6634
33,7,6,"C",1,0,0,1,0,0,3,6635
39,0,3,"A",0,1,1,4,0,1,1,6636
46,0,2,"B",1,1,1,4,1,1,2,6637
31,0,3,"A",0,1,0,3,1,3,1,6638
57,3,2,"B",0,1,1,4,1,1,2,6639
73,1,4,"B",0,1,0,5,2,3,2,6640
36,9,4,"A",0,1,1,3,0,1,1,6641
53,2,4,"C",0,0,1,8,0,1,3,6642
35,2,3,"C",0,1,1,4,1,1,3,6643
62,0,3,"C",0,1,1,4,1,1,3,6644
23,0,3,"A",0,0,0,8,0,1,1,6645
51,1,2,"C",0,0,1,4,0,1,3,6646
83,1,2,"A",1,1,0,2,2,1,1,6647
26,0,2,"B",1,0,1,0,0,3,2,6648
86,1,1,"C",0,1,1,2,0,1,3,6649
26,0,4,"D",0,0,1,0,0,2,0,6650
42,0,3,"D",0,1,1,5,0,1,0,6651
41,9,1,"A",1,1,1,7,0,1,1,6652
67,0,3,"B",0,1,0,2,0,1,2,6653
68,1,2,"A",0,1,1,2,2,1,1,6654
45,0,2,"A",1,1,0,1,2,1,1,6655
62,0,2,"A",0,1,1,4,2,3,1,6656
42,1,2,"A",0,1,1,4,0,1,1,6657
26,0,3,"C",0,0,1,6,0,0,3,6658
48,1,1,"C",0,0,0,3,0,1,3,6659
40,3,5,"B",0,1,0,3,1,5,2,6660
20,0,4,"C",0,0,0,0,0,1,3,6661
25,1,1,"D",1,0,1,4,0,6,0,6662
77,1,1,"D",0,1,1,2,0,1,0,6663
22,0,4,"D",1,0,0,8,0,1,0,6664
26,1,3,"A",0,0,1,4,0,1,1,6665
71,0,3,"D",0,1,0,6,1,1,0,6666
29,1,1,"D",0,0,0,3,0,0,0,6667
52,6,4,"C",0,1,1,4,1,1,3,6668
20,1,3,"A",0,0,0,0,0,3,1,6669
26,0,9,"B",0,0,1,6,0,0,2,6670
39,0,2,"B",1,1,1,4,0,0,2,6671
53,1,5,"B",1,1,0,4,1,1,2,6672
49,0,4,"D",0,1,0,3,1,1,0,6673
21,0,2,"D",0,0,0,0,0,3,0,6674
39,8,1,"B",0,1,0,7,0,1,2,6675
38,2,4,"B",1,1,0,4,1,3,2,6676
22,4,4,"B",0,0,0,0,0,1,2,6677
52,2,4,"D",0,1,0,4,1,1,0,6678
20,8,3,"A",0,0,0,6,0,1,1,6679
41,1,3,"D",0,0,1,5,0,1,0,6680
30,1,1,"A",0,0,1,4,0,3,1,6681
89,1,3,"D",1,1,1,2,2,1,0,6682
83,1,3,"A",0,1,0,2,2,1,1,6683
53,0,3,"A",0,1,1,4,1,1,1,6684
31,1,5,"D",0,0,0,6,0,5,0,6685
48,1,4,"C",0,1,1,4,1,1,3,6686
29,0,2,"A",1,0,0,6,0,1,1,6687
19,4,7,"A",0,0,0,1,0,1,1,6688
60,1,2,"B",0,1,0,3,0,1,2,6689
23,1,2,"D",0,0,0,0,0,3,0,6690
61,9,4,"D",0,1,1,5,2,1,0,6691
27,1,3,"A",1,0,1,4,0,1,1,6692
32,14,2,"D",0,1,0,6,1,3,0,6693
42,0,3,"C",0,1,1,5,2,0,3,6694
76,1,1,"D",0,1,0,2,0,1,0,6695
41,1,2,"D",1,1,0,8,1,1,0,6696
38,0,4,"D",0,1,1,3,1,1,0,6697
43,0,3,"B",0,1,1,3,1,0,2,6698
19,1,3,"D",0,0,0,0,0,4,0,6699
28,1,3,"B",1,0,1,0,0,2,2,6700
28,0,3,"C",0,0,1,1,0,3,3,6701
60,1,2,"A",0,1,0,8,2,3,1,6702
35,1,2,"D",0,1,1,3,1,3,0,6703
25,5,5,"A",0,0,0,0,0,3,1,6704
71,1,1,"D",0,1,1,4,0,3,0,6705
74,1,1,"B",0,1,1,2,0,1,2,6706
20,5,4,"D",1,0,0,0,0,0,0,6707
43,9,2,"B",0,1,0,3,0,0,2,6708
20,3,6,"D",1,0,0,8,0,3,0,6709
46,0,5,"C",1,1,1,1,2,3,3,6710
65,1,7,"A",1,1,0,2,2,3,1,6711
50,1,7,"B",0,1,0,0,0,0,2,6712
61,1,7,"A",1,1,1,6,0,2,1,6713
52,1,2,"B",1,1,0,2,2,1,2,6714
56,0,5,"C",0,1,1,5,2,1,3,6715
42,1,5,"A",0,1,0,1,1,3,1,6716
33,0,6,"D",1,0,0,7,0,3,0,6717
19,8,4,"A",0,0,0,0,0,4,1,6718
27,1,1,"D",1,0,0,1,0,3,0,6719
38,1,4,"D",1,0,0,4,0,3,0,6720
43,8,1,"B",1,1,1,6,0,1,2,6721
53,1,4,"A",0,1,1,4,1,3,1,6722
33,4,4,"B",0,1,0,5,2,3,2,6723
22,6,3,"C",1,0,0,0,0,3,3,6724
33,0,4,"B",0,0,0,6,0,3,2,6725
21,1,8,"D",0,0,0,0,0,0,0,6726
19,7,3,"C",0,0,0,0,0,1,3,6727
58,1,4,"C",1,1,1,3,1,1,3,6728
36,1,2,"A",1,1,1,3,0,3,1,6729
23,1,4,"A",0,0,0,7,0,3,1,6730
37,8,3,"A",1,0,0,8,0,3,1,6731
58,9,4,"C",1,1,0,3,0,3,3,6732
26,7,2,"B",1,1,0,1,1,3,2,6733
39,9,2,"B",0,0,1,3,0,3,2,6734
41,8,4,"A",0,1,0,5,1,4,1,6735
26,0,3,"D",0,1,0,3,0,3,0,6736
25,3,3,"D",1,1,0,1,0,3,0,6737
36,0,5,"A",0,0,0,5,0,3,1,6738
29,9,4,"A",0,0,0,0,0,3,1,6739
26,1,1,"A",0,0,0,8,0,3,1,6740
46,0,1,"C",1,0,1,3,0,1,3,6741
29,0,4,"D",0,0,0,0,0,1,0,6742
36,10,1,"B",1,0,1,4,0,1,2,6743
27,1,6,"D",0,1,0,5,0,1,0,6744
29,8,3,"C",1,0,0,5,0,1,3,6745
25,1,4,"B",1,0,0,8,0,1,2,6746
30,10,6,"A",1,0,0,8,0,1,1,6747
28,9,1,"A",1,0,1,0,0,1,1,6748
33,1,5,"A",0,0,1,6,0,5,1,6749
31,7,2,"A",0,1,1,0,0,1,1,6750
45,0,2,"A",0,1,1,0,0,1,1,6751
47,0,5,"A",0,1,1,8,0,1,1,6752
39,0,1,"B",1,0,0,0,0,1,2,6753
53,0,1,"D",1,1,1,6,0,3,0,6754
27,1,4,"B",0,0,0,6,0,0,2,6755
37,1,2,"D",0,1,1,1,1,0,0,6756
62,1,3,"B",1,1,1,4,1,0,2,6757
29,0,7,"C",1,0,0,1,0,0,3,6758
51,0,1,"B",1,1,1,4,0,0,2,6759
30,1,6,"B",0,0,0,8,0,0,2,6760
18,0,4,"B",0,0,0,3,0,0,2,6761
68,0,2,"B",0,1,1,8,0,2,2,6762
84,5,1,"D",0,1,1,2,0,1,0,6763
22,2,9,"D",0,0,0,0,0,5,0,6764
22,2,4,"D",1,0,0,6,0,1,0,6765
73,0,2,"B",0,1,0,2,2,1,2,6766
75,0,2,"C",1,1,1,2,2,1,3,6767
20,6,4,"A",1,0,0,6,0,5,1,6768
22,1,2,"D",0,0,0,0,0,1,0,6769
46,1,3,"D",0,1,1,4,1,1,0,6770
58,0,2,"B",0,1,0,4,1,1,2,6771
41,1,3,"B",1,0,1,4,0,1,2,6772
43,6,2,"B",1,1,1,0,1,1,2,6773
49,3,1,"D",1,0,1,4,0,1,0,6774
53,8,2,"D",0,1,0,5,2,1,0,6775
36,4,2,"B",0,1,1,4,1,2,2,6776
42,1,1,"D",0,1,1,0,0,1,0,6777
30,0,4,"D",0,0,0,0,0,5,0,6778
29,2,5,"D",0,0,0,0,0,5,0,6779
28,1,2,"B",0,0,1,3,0,1,2,6780
27,1,4,"D",0,0,1,0,0,1,0,6781
49,0,1,"A",0,0,1,4,0,1,1,6782
32,1,1,"D",0,0,1,0,0,1,0,6783
25,1,3,"A",0,0,1,6,0,1,1,6784
71,0,2,"A",0,1,1,4,2,1,1,6785
29,1,5,"A",1,0,1,3,0,1,1,6786
47,0,3,"A",0,1,1,8,0,1,1,6787
32,1,3,"D",0,0,1,4,0,0,0,6788
47,7,2,"A",0,1,1,4,1,1,1,6789
41,1,2,"D",1,1,1,4,1,1,0,6790
37,0,2,"B",0,1,1,3,1,1,2,6791
40,0,2,"A",0,1,1,4,1,1,1,6792
60,0,4,"A",0,1,1,4,1,1,1,6793
46,0,6,"D",0,1,1,4,1,5,0,6794
36,6,4,"B",1,1,1,4,2,2,2,6795
38,0,1,"B",1,0,0,8,0,1,2,6796
32,0,5,"A",1,1,0,6,0,1,1,6797
41,5,1,"D",1,0,1,4,0,1,0,6798
56,0,3,"A",0,1,1,8,0,1,1,6799
31,8,2,"D",0,1,1,4,1,1,0,6800
45,0,2,"A",0,1,0,4,0,2,1,6801
