"ID","Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Var_1","Segmentation"
7281,"Male","Yes",55,"Yes","Artist",4,"Low",2,"Cat_6","B"
7282,"Female","No",22,"No","Marketing",1,"Low",2,"Cat_1","D"
7283,"Male","Yes",46,"Yes","Artist",1,"Low",2,"Cat_6","C"
7284,"Male","No",32,"Yes","Doctor",0,"Low",4,"Cat_4","D"
7285,"Male","No",36,"Yes","Artist",13,"Low",1,"Cat_6","B"
7286,"Male","No",23,"No","Healthcare",2,"Low",3,"Cat_2","D"
7287,"Male","No",18,"No","Healthcare",2,"Low",3,"Cat_6","D"
7288,"Male","Yes",30,"Yes","Entertainment",3,"Average",3,"Cat_6","C"
7289,"Male","Yes",71,"No","Executive",0,"High",4,"Cat_6","C"
7290,"Male","Yes",47,"Yes","Artist",1,"Average",4,"Cat_6","C"
7291,"Male","No",45,"Yes","Artist",0,"Low",4,"Cat_6","A"
7292,"Female","Yes",42,"Yes","Engineer",1,"Average",4,"Cat_4","A"
7293,"Male","Yes",32,"Yes","Doctor",9,"Average",3,"Cat_6","A"
7294,"Female","No",25,"Yes","Artist",8,"Low",1,"Cat_6","B"
7295,"Male","No",28,"Yes","Healthcare",3,"Low",6,"Cat_4","B"
7296,"Male","Yes",35,"Yes","Artist",3,"Average",4,"Cat_6","C"
7297,"Male","Yes",47,"No","Artist",3,"Average",3,"Cat_6","C"
7298,"Male","Yes",41,"No","Doctor",0,"Average",2,"Cat_4","A"
7299,"Female","No",19,"No","Healthcare",3,"Low",3,"Cat_6","D"
7300,"Female","No",29,"No","Marketing",2,"Low",3,"Cat_6","D"
7301,"Female","Yes",38,"Yes","Doctor",0,"Average",2,"Cat_6","A"
7302,"Male","No",31,"Yes","Entertainment",1,"Low",3,"Cat_6","A"
7303,"Male","Yes",87,"Yes","Executive",1,"High",2,"Cat_6","C"
7304,"Male","Yes",41,"Yes","Entertainment",2,"Low",2,"Cat_4","C"
7305,"Female","Yes",63,"Yes","Artist",7,"Average",3,"Cat_6","C"
7306,"Female","No",33,"No","Healthcare",3,"Low",3,"Cat_4","B"
7307,"Male","No",23,"No","Healthcare",0,"Low",4,"Cat_3","D"
7308,"Female","Yes",36,"Yes","Artist",5,"Average",2,"Cat_6","C"
7309,"Male","No",45,"Yes","Entertainment",6,"Low",2,"Cat_6","A"
7310,"Male","Yes",26,"Yes","Healthcare",6,"Low",2,"Cat_6","D"
7311,"Female","No",41,"Yes","Artist",9,"Low",1,"Cat_6","B"
7312,"Male","No",23,"No","Healthcare",1,"Low",5,"Cat_4","D"
7313,"Male","Yes",51,"Yes","Executive",1,"Average",5,"Cat_6","C"
7314,"Female","Yes",81,"Yes","Homemaker",0,"High",2,"Cat_6","B"
7315,"Male","Yes",61,"No","Marketing",1,"Average",4,"Cat_4","D"
7316,"Male","Yes",77,"Yes","Lawyer",0,"High",2,"Cat_6","B"
7317,"Female","Yes",50,"Yes","Artist",4,"Low",2,"Cat_6","B"
7318,"Male","No",29,"No","Doctor",1,"Low",5,"Cat_4","D"
7319,"Female","Yes",43,"Yes","Artist",0,"Average",4,"Cat_6","C"
7320,"Female","Yes",69,"Yes","Engineer",1,"Low",1,"Cat_4","A"
7321,"Female","No",21,"No","Healthcare",1,"Low",4,"Cat_2","D"
7322,"Female","No",30,"No","Healthcare",3,"Low",3,"Cat_4","B"
7323,"Female","Yes",49,"Yes","Engineer",3,"Low",1,"Cat_4","B"
7324,"Female","Yes",49,"No","Engineer",1,"Average",4,"Cat_6","A"
7325,"Female","Yes",81,"Yes","Lawyer",1,"High",2,"Cat_6","A"
7326,"Male","No",29,"No","Artist",0,"Low",5,"Cat_4","A"
7327,"Male","Yes",50,"Yes","Entertainment",1,"Low",1,"Cat_6","A"
7328,"Male","Yes",57,"Yes","Artist",1,"Average",2,"Cat_3","C"
7329,"Male","Yes",45,"Yes","Artist",0,"Average",3,"Cat_6","C"
7330,"Female","Yes",66,"No","Engineer",0,"Average",2,"Cat_4","A"
7331,"Male","Yes",53,"Yes","Artist",9,"Low",2,"Cat_6","B"
7332,"Male","No",21,"No","Doctor",6,"Low",6,"Cat_7","C"
7333,"Female","Yes",62,"Yes","Artist",0,"Low",2,"Cat_6","C"
7334,"Male","Yes",70,"No","Executive",3,"High",2,"Cat_6","B"
7335,"Male","Yes",82,"Yes","Lawyer",0,"High",2,"Cat_6","D"
7336,"Male","Yes",49,"Yes","Doctor",3,"Average",2,"Cat_1","A"
7337,"Female","Yes",35,"Yes","Engineer",0,"Average",2,"Cat_4","C"
7338,"Female","Yes",50,"Yes","Doctor",0,"Low",3,"Cat_6","C"
7339,"Male","No",35,"Yes","Artist",9,"Low",2,"Cat_3","A"
7340,"Male","Yes",55,"Yes","Artist",0,"Average",2,"Cat_6","C"
7341,"Male","Yes",61,"No","Artist",1,"Average",2,"Cat_6","C"
7342,"Male","Yes",26,"No","Artist",0,"Low",2,"Cat_6","A"
7343,"Female","Yes",61,"No","Lawyer",0,"High",3,"Cat_6","D"
7344,"Female","No",25,"Yes","Artist",13,"Low",1,"Cat_6","A"
7345,"Male","Yes",45,"No","Executive",1,"High",3,"Cat_6","C"
7346,"Male","No",35,"Yes","Artist",0,"Low",2,"Cat_4","A"
7347,"Male","Yes",62,"No","Executive",9,"High",3,"Cat_6","B"
7348,"Female","Yes",53,"Yes","Artist",0,"Average",3,"Cat_6","B"
7349,"Female","Yes",49,"Yes","Artist",9,"Low",2,"Cat_6","B"
7350,"Female","No",43,"Yes","Artist",8,"Low",4,"Cat_6","C"
7351,"Male","No",19,"No","Healthcare",0,"Low",6,"Cat_6","D"
7352,"Female","No",38,"Yes","Healthcare",3,"Low",1,"Cat_4","A"
7353,"Female","No",27,"No","Engineer",0,"Low",3,"Cat_6","B"
7354,"Male","No",18,"No","Healthcare",0,"Low",3,"Cat_1","D"
7355,"Female","Yes",43,"Yes","Artist",1,"Low",2,"Cat_5","C"
7356,"Female","Yes",36,"Yes","Entertainment",8,"Low",1,"Cat_6","A"
7357,"Male","No",53,"Yes","Entertainment",1,"Low",3,"Cat_4","A"
7358,"Female","No",26,"Yes","Healthcare",1,"Low",7,"Cat_2","B"
7359,"Male","No",59,"Yes","Entertainment",0,"Low",1,"Cat_4","A"
7360,"Male","Yes",36,"Yes","Artist",1,"Average",2,"Cat_2","C"
7361,"Male","Yes",63,"Yes","Executive",1,"High",1,"Cat_6","B"
7362,"Female","No",33,"No","Marketing",1,"Low",9,"Cat_6","C"
7363,"Male","Yes",42,"No","Executive",2,"High",4,"Cat_6","C"
7364,"Female","Yes",31,"No","Artist",0,"Low",3,"Cat_6","A"
7365,"Male","No",22,"No","Healthcare",0,"Low",3,"Cat_7","D"
7366,"Male","Yes",51,"Yes","Artist",1,"Low",2,"Cat_6","B"
7367,"Male","No",42,"Yes","Doctor",8,"Low",1,"Cat_2","B"
7368,"Male","Yes",28,"No","Executive",0,"High",4,"Cat_4","A"
7369,"Male","Yes",53,"Yes","Executive",4,"High",3,"Cat_6","C"
7370,"Male","Yes",62,"No","Executive",0,"High",4,"Cat_6","B"
7371,"Female","No",27,"Yes","Healthcare",9,"Low",1,"Cat_6","D"
7372,"Female","Yes",53,"Yes","Artist",1,"Average",3,"Cat_6","A"
7373,"Male","Yes",28,"No","Entertainment",9,"High",4,"Cat_6","D"
7374,"Female","No",31,"No","Healthcare",0,"Low",5,"Cat_2","D"
7375,"Female","Yes",58,"Yes","Artist",3,"Average",2,"Cat_6","C"
7376,"Female","No",31,"Yes","Healthcare",0,"Low",3,"Cat_2","C"
7377,"Male","Yes",52,"Yes","Executive",1,"High",4,"Cat_6","C"
7378,"Female","No",30,"No","Homemaker",3,"Low",3,"Cat_3","D"
7379,"Male","Yes",42,"Yes","Executive",1,"High",3,"Cat_6","C"
7380,"Female","Yes",43,"Yes","Artist",3,"Average",2,"Cat_6","B"
7381,"Male","No",33,"Yes","Healthcare",3,"Low",2,"Cat_2","D"
7382,"Female","No",19,"Yes","Artist",0,"Low",2,"Cat_6","A"
7383,"Female","Yes",40,"Yes","Artist",9,"Average",2,"Cat_2","B"
7384,"Male","Yes",67,"Yes","Entertainment",2,"Average",3,"Cat_6","C"
7385,"Male","No",22,"No","Healthcare",0,"Low",4,"Cat_6","D"
7386,"Female","Yes",45,"Yes","Artist",9,"Low",2,"Cat_6","B"
7387,"Female","Yes",60,"Yes","Artist",4,"High",2,"Cat_6","C"
7388,"Male","Yes",41,"Yes","Artist",0,"Average",3,"Cat_3","D"
7389,"Male","No",29,"Yes","Entertainment",0,"Low",5,"Cat_4","C"
7390,"Female","Yes",37,"No","Engineer",3,"Average",9,"Cat_4","A"
7391,"Male","No",28,"No","Healthcare",4,"Low",5,"Cat_7","C"
7392,"Female","Yes",88,"Yes","Lawyer",3,"High",2,"Cat_6","C"
7393,"Male","No",42,"Yes","Entertainment",2,"Low",1,"Cat_3","B"
7394,"Female","No",36,"Yes","Artist",0,"Low",1,"Cat_6","B"
7395,"Female","No",28,"Yes","Healthcare",8,"Low",3,"Cat_6","D"
7396,"Male","No",23,"No","Healthcare",1,"Low",3,"Cat_6","D"
7397,"Male","Yes",81,"No","Executive",0,"Low",1,"Cat_6","D"
7398,"Female","Yes",82,"Yes","Lawyer",0,"High",2,"Cat_6","B"
7399,"Female","Yes",70,"Yes","Lawyer",0,"Low",1,"Cat_6","B"
7400,"Male","Yes",82,"No","Executive",1,"Low",1,"Cat_6","D"
7401,"Female","Yes",38,"Yes","Artist",5,"Average",2,"Cat_6","C"
7402,"Female","No",43,"Yes","Engineer",9,"Low",1,"Cat_6","A"
7403,"Female","No",42,"Yes","Artist",8,"Low",2,"Cat_6","B"
7404,"Female","No",29,"No","Homemaker",1,"Low",3,"Cat_4","A"
7405,"Female","Yes",38,"Yes","Engineer",9,"Average",3,"Cat_3","C"
7406,"Female","No",38,"Yes","Engineer",0,"Low",3,"Cat_6","D"
7407,"Female","No",36,"Yes","Engineer",7,"Low",3,"Cat_6","D"
7408,"Male","No",53,"Yes","Artist",0,"Low",1,"Cat_6","B"
7409,"Male","No",25,"Yes","Healthcare",0,"Low",3,"Cat_4","D"
7410,"Female","Yes",58,"Yes","Homemaker",0,"High",2,"Cat_5","B"
7411,"Male","Yes",52,"Yes","Executive",0,"High",4,"Cat_6","C"
7412,"Female","No",36,"Yes","Artist",13,"Low",1,"Cat_6","D"
7413,"Male","No",19,"No","Healthcare",6,"Low",8,"Cat_7","D"
7414,"Female","Yes",67,"Yes","Artist",0,"High",2,"Cat_6","C"
7415,"Male","No",31,"Yes","Healthcare",3,"Low",4,"Cat_6","D"
7416,"Female","No",28,"Yes","Artist",9,"Low",1,"Cat_6","A"
7417,"Male","Yes",65,"Yes","Artist",1,"Average",3,"Cat_6","B"
7418,"Female","Yes",60,"Yes","Artist",1,"High",2,"Cat_6","C"
7419,"Male","Yes",74,"Yes","Lawyer",1,"Low",1,"Cat_6","D"
7420,"Female","Yes",52,"No","Engineer",8,"Average",4,"Cat_2","B"
7421,"Female","Yes",63,"Yes","Artist",1,"High",3,"Cat_6","C"
7422,"Female","No",18,"No","Healthcare",12,"Low",3,"Cat_3","D"
7423,"Male","No",25,"No","Entertainment",0,"Low",3,"Cat_6","A"
7424,"Female","Yes",41,"Yes","Engineer",1,"Average",3,"Cat_6","C"
7425,"Male","No",20,"No","Healthcare",7,"Low",4,"Cat_2","D"
7426,"Male","Yes",68,"No","Entertainment",1,"Low",1,"Cat_6","D"
7427,"Male","Yes",69,"Yes","Artist",0,"Low",1,"Cat_6","D"
7428,"Male","No",31,"Yes","Entertainment",0,"Low",5,"Cat_6","D"
7429,"Female","No",43,"Yes","Doctor",1,"Low",6,"Cat_7","C"
7430,"Male","Yes",62,"Yes","Executive",1,"High",3,"Cat_6","C"
7431,"Male","Yes",42,"Yes","Artist",5,"Average",2,"Cat_6","C"
7432,"Male","No",25,"Yes","Healthcare",8,"Low",3,"Cat_6","D"
7433,"Male","No",23,"No","Healthcare",0,"Low",5,"Cat_3","D"
7434,"Female","No",21,"No","Healthcare",5,"Low",5,"Cat_3","D"
7435,"Female","No",40,"No","Marketing",1,"Low",1,"Cat_6","D"
7436,"Male","No",27,"No","Healthcare",0,"Low",1,"Cat_6","D"
7437,"Male","No",32,"Yes","Healthcare",1,"Low",3,"Cat_6","D"
7438,"Male","No",26,"Yes","Artist",8,"Low",1,"Cat_6","D"
7439,"Male","No",32,"No","Executive",0,"Low",2,"Cat_3","D"
7440,"Female","No",39,"No","Healthcare",4,"Low",3,"Cat_6","D"
7441,"Male","Yes",49,"Yes","Artist",9,"Low",1,"Cat_3","B"
7442,"Female","Yes",59,"No","Artist",3,"Average",4,"Cat_4","A"
7443,"Female","Yes",46,"Yes","Marketing",3,"High",3,"Cat_6","B"
7444,"Female","Yes",62,"Yes","Doctor",4,"Average",3,"Cat_6","B"
7445,"Female","Yes",36,"Yes","Homemaker",9,"Low",2,"Cat_4","A"
7446,"Female","Yes",70,"Yes","Artist",8,"Average",2,"Cat_6","C"
7447,"Female","Yes",58,"Yes","Artist",1,"Low",1,"Cat_6","B"
7448,"Male","Yes",39,"Yes","Artist",13,"Low",2,"Cat_6","B"
7449,"Female","Yes",29,"Yes","Engineer",1,"Low",2,"Cat_6","D"
7450,"Male","Yes",58,"Yes","Artist",1,"Low",2,"Cat_6","B"
7451,"Female","Yes",43,"Yes","Artist",5,"Average",2,"Cat_4","A"
7452,"Female","Yes",66,"Yes","Lawyer",1,"High",2,"Cat_6","C"
7453,"Male","Yes",40,"Yes","Artist",8,"Average",2,"Cat_6","C"
7454,"Male","Yes",35,"Yes","Entertainment",1,"Low",2,"Cat_3","A"
7455,"Male","No",33,"No","Engineer",2,"Low",4,"Cat_3","D"
7456,"Male","Yes",55,"Yes","Entertainment",2,"Average",2,"Cat_6","C"
7457,"Male","Yes",28,"Yes","Healthcare",8,"High",2,"Cat_6","A"
7458,"Female","No",19,"No","Doctor",6,"Low",2,"Cat_3","A"
7459,"Female","No",28,"Yes","Artist",3,"Low",4,"Cat_2","D"
7460,"Female","Yes",40,"No","Doctor",2,"Average",2,"Cat_7","D"
7461,"Female","Yes",73,"Yes","Lawyer",1,"High",2,"Cat_6","B"
7462,"Male","Yes",66,"No","Marketing",1,"Low",4,"Cat_6","D"
7463,"Male","Yes",35,"No","Engineer",3,"Average",7,"Cat_4","A"
7464,"Male","Yes",33,"Yes","Artist",3,"Low",2,"Cat_6","A"
7465,"Male","Yes",60,"Yes","Artist",1,"Average",2,"Cat_6","C"
7466,"Female","No",19,"No","Healthcare",0,"Low",4,"Cat_3","D"
7467,"Female","Yes",51,"Yes","Doctor",0,"Average",3,"Cat_6","B"
7468,"Male","Yes",28,"No","Executive",1,"High",3,"Cat_6","D"
7469,"Male","Yes",85,"Yes","Artist",1,"Low",1,"Cat_6","A"
7470,"Male","Yes",52,"Yes","Entertainment",1,"Average",5,"Cat_6","C"
7471,"Female","Yes",55,"Yes","Engineer",1,"Low",1,"Cat_3","A"
7472,"Male","No",30,"Yes","Doctor",0,"Low",5,"Cat_2","A"
7473,"Female","Yes",60,"Yes","Artist",1,"Average",2,"Cat_6","C"
7474,"Female","Yes",41,"Yes","Artist",1,"High",5,"Cat_7","B"
7475,"Male","Yes",35,"Yes","Artist",1,"Average",2,"Cat_6","C"
7476,"Female","No",23,"No","Marketing",0,"Low",4,"Cat_6","D"
7477,"Male","Yes",88,"Yes","Artist",0,"High",2,"Cat_6","C"
7478,"Male","No",19,"No","Healthcare",3,"Low",4,"Cat_6","D"
7479,"Male","Yes",88,"Yes","Marketing",0,"High",2,"Cat_6","C"
7480,"Male","Yes",41,"Yes","Artist",0,"High",2,"Cat_2","B"
7481,"Male","Yes",30,"No","Healthcare",1,"Average",4,"Cat_6","D"
7482,"Male","Yes",46,"No","Artist",1,"Low",4,"Cat_6","B"
7483,"Female","Yes",74,"No","Artist",5,"High",2,"Cat_7","C"
7484,"Female","No",28,"No","Homemaker",8,"Low",3,"Cat_6","D"
7485,"Female","No",29,"Yes","Healthcare",0,"Low",4,"Cat_6","C"
7486,"Female","No",35,"Yes","Artist",1,"Low",1,"Cat_6","C"
7487,"Female","Yes",35,"Yes","Homemaker",9,"Average",2,"Cat_6","A"
7488,"Female","No",38,"Yes","Homemaker",0,"Low",4,"Cat_6","B"
7489,"Female","Yes",48,"Yes","Artist",1,"Average",7,"Cat_6","C"
7490,"Male","Yes",63,"No","Executive",1,"High",3,"Cat_6","C"
7491,"Female","No",40,"Yes","Homemaker",9,"Low",1,"Cat_6","D"
7492,"Male","Yes",76,"Yes","Lawyer",8,"High",2,"Cat_6","A"
7493,"Female","Yes",50,"Yes","Artist",9,"Low",2,"Cat_6","B"
7494,"Female","Yes",87,"Yes","Lawyer",0,"Low",2,"Cat_6","B"
7495,"Male","Yes",62,"No","Engineer",1,"Low",5,"Cat_6","D"
7496,"Male","Yes",38,"Yes","Entertainment",3,"Average",4,"Cat_3","D"
7497,"Male","Yes",53,"Yes","Executive",0,"Low",2,"Cat_2","C"
7498,"Male","Yes",46,"Yes","Artist",1,"Average",4,"Cat_3","C"
7499,"Male","Yes",52,"Yes","Artist",0,"Low",4,"Cat_6","C"
7500,"Female","No",32,"Yes","Doctor",8,"Low",1,"Cat_6","D"
7501,"Female","Yes",53,"Yes","Artist",1,"Average",2,"Cat_4","C"
7502,"Female","No",20,"No","Entertainment",1,"Low",5,"Cat_2","B"
7503,"Female","No",51,"Yes","Doctor",0,"Low",3,"Cat_6","B"
7504,"Female","Yes",56,"Yes","Artist",2,"Average",2,"Cat_6","B"
7505,"Male","No",26,"No","Doctor",0,"Low",6,"Cat_4","D"
7506,"Male","Yes",31,"Yes","Entertainment",5,"Average",3,"Cat_3","A"
7507,"Male","No",28,"Yes","Engineer",0,"Low",3,"Cat_4","C"
7508,"Female","No",50,"Yes","Healthcare",3,"Low",1,"Cat_6","D"
7509,"Female","Yes",41,"No","Doctor",0,"Average",9,"Cat_4","D"
7510,"Female","Yes",82,"No","Lawyer",0,"High",2,"Cat_6","B"
7511,"Male","No",31,"No","Healthcare",3,"Low",9,"Cat_6","D"
7512,"Female","No",18,"No","Healthcare",0,"Low",6,"Cat_6","D"
7513,"Female","No",33,"No","Doctor",0,"Low",4,"Cat_6","D"
7514,"Male","Yes",38,"No","Entertainment",0,"Low",2,"Cat_6","B"
7515,"Male","No",27,"Yes","Healthcare",1,"Low",5,"Cat_6","D"
7516,"Female","Yes",43,"No","Engineer",9,"Average",4,"Cat_4","A"
7517,"Male","Yes",43,"Yes","Artist",3,"Average",4,"Cat_6","B"
7518,"Female","No",36,"Yes","Artist",9,"Low",3,"Cat_4","A"
7519,"Female","Yes",79,"Yes","Lawyer",1,"Low",1,"Cat_6","D"
7520,"Female","Yes",50,"Yes","Artist",9,"Low",2,"Cat_6","C"
7521,"Female","No",48,"Yes","Marketing",0,"Low",1,"Cat_7","A"
7522,"Male","Yes",42,"Yes","Artist",0,"Average",3,"Cat_3","C"
7523,"Female","Yes",67,"No","Lawyer",1,"High",4,"Cat_4","D"
7524,"Male","No",27,"No","Healthcare",0,"Low",4,"Cat_6","D"
7525,"Male","No",30,"Yes","Artist",5,"Low",4,"Cat_6","C"
7526,"Female","Yes",47,"Yes","Entertainment",3,"Average",3,"Cat_6","A"
7527,"Male","Yes",46,"Yes","Doctor",1,"Average",2,"Cat_6","C"
7528,"Male","Yes",55,"Yes","Artist",1,"Average",2,"Cat_4","C"
7529,"Female","No",32,"Yes","Entertainment",1,"Low",5,"Cat_6","D"
7530,"Female","Yes",89,"No","Lawyer",1,"High",2,"Cat_6","D"
7531,"Male","Yes",65,"Yes","Executive",0,"Low",4,"Cat_6","B"
7532,"Female","Yes",30,"No","Entertainment",3,"High",2,"Cat_6","A"
7533,"Male","Yes",79,"No","Lawyer",8,"High",2,"Cat_6","A"
7534,"Male","No",36,"Yes","Doctor",1,"Low",1,"Cat_6","A"
7535,"Male","No",36,"No","Marketing",3,"Low",4,"Cat_4","D"
7536,"Female","Yes",72,"Yes","Lawyer",1,"High",3,"Cat_6","C"
7537,"Female","No",27,"No","Healthcare",9,"Low",5,"Cat_7","A"
7538,"Male","Yes",53,"Yes","Executive",9,"High",4,"Cat_6","C"
7539,"Female","No",27,"Yes","Healthcare",1,"Low",5,"Cat_4","B"
7540,"Female","Yes",33,"Yes","Doctor",8,"High",2,"Cat_6","D"
7541,"Male","Yes",77,"Yes","Lawyer",1,"High",2,"Cat_6","A"
7542,"Female","No",31,"Yes","Healthcare",1,"Low",3,"Cat_6","D"
7543,"Male","No",30,"No","Healthcare",3,"Low",4,"Cat_6","B"
7544,"Male","No",23,"No","Engineer",0,"Low",4,"Cat_4","D"
7545,"Female","No",25,"No","Marketing",0,"Low",4,"Cat_6","C"
7546,"Female","No",46,"Yes","Doctor",6,"Low",3,"Cat_6","C"
7547,"Male","Yes",46,"Yes","Artist",1,"Low",2,"Cat_6","B"
7548,"Male","Yes",38,"Yes","Executive",0,"High",6,"Cat_6","A"
7549,"Male","No",25,"No","Healthcare",0,"Low",2,"Cat_3","B"
7550,"Male","No",22,"No","Healthcare",1,"Low",5,"Cat_4","D"
7551,"Female","Yes",37,"Yes","Lawyer",1,"High",2,"Cat_6","C"
7552,"Female","Yes",63,"No","Marketing",3,"Average",3,"Cat_3","A"
7553,"Male","Yes",68,"Yes","Artist",1,"High",2,"Cat_6","C"
7554,"Female","No",37,"Yes","Artist",0,"Low",1,"Cat_2","B"
7555,"Male","Yes",35,"Yes","Artist",1,"Average",2,"Cat_6","B"
7556,"Male","No",60,"No","Entertainment",0,"Low",1,"Cat_6","A"
7557,"Male","Yes",47,"Yes","Artist",0,"Average",3,"Cat_6","C"
7558,"Male","No",43,"No","Executive",0,"Low",5,"Cat_6","A"
7559,"Male","Yes",56,"No","Artist",0,"Average",2,"Cat_6","A"
7560,"Female","Yes",28,"Yes","Doctor",1,"Average",2,"Cat_4","A"
7561,"Female","No",32,"No","Healthcare",7,"Low",4,"Cat_6","D"
7562,"Male","Yes",61,"No","Engineer",0,"Low",3,"Cat_4","A"
7563,"Male","No",31,"No","Artist",0,"Low",7,"Cat_2","C"
7564,"Male","No",19,"No","Healthcare",3,"Low",5,"Cat_6","D"
7565,"Male","No",50,"Yes","Marketing",3,"Low",4,"Cat_6","D"
7566,"Male","Yes",66,"No","Executive",1,"High",2,"Cat_6","D"
7567,"Male","Yes",56,"Yes","Entertainment",1,"Low",2,"Cat_6","C"
7568,"Male","Yes",53,"Yes","Entertainment",0,"Average",2,"Cat_4","B"
7569,"Male","Yes",47,"Yes","Artist",3,"Average",4,"Cat_6","C"
7570,"Female","No",36,"Yes","Marketing",0,"Low",2,"Cat_3","D"
7571,"Female","No",33,"Yes","Healthcare",1,"Low",5,"Cat_6","D"
7572,"Female","Yes",51,"No","Doctor",0,"Average",3,"Cat_6","C"
7573,"Male","No",33,"No","Healthcare",1,"Low",3,"Cat_6","C"
7574,"Male","Yes",53,"Yes","Executive",6,"High",3,"Cat_6","C"
7575,"Male","No",30,"Yes","Artist",1,"Low",3,"Cat_6","C"
7576,"Female","No",31,"Yes","Artist",0,"Low",2,"Cat_5","D"
7577,"Male","Yes",41,"No","Entertainment",2,"Average",5,"Cat_6","A"
7578,"Male","No",18,"No","Healthcare",1,"Low",4,"Cat_6","D"
7579,"Male","Yes",67,"Yes","Artist",1,"Low",1,"Cat_4","B"
7580,"Female","Yes",57,"Yes","Artist",1,"Average",6,"Cat_3","C"
7581,"Male","Yes",35,"Yes","Artist",0,"Low",2,"Cat_2","A"
7582,"Male","No",22,"No","Healthcare",1,"Low",4,"Cat_6","D"
7583,"Female","No",27,"Yes","Marketing",0,"Low",1,"Cat_6","D"
7584,"Male","Yes",35,"Yes","Entertainment",9,"High",2,"Cat_2","A"
7585,"Female","Yes",56,"Yes","Artist",1,"Average",4,"Cat_6","C"
7586,"Male","No",27,"No","Healthcare",1,"Low",3,"Cat_6","C"
7587,"Female","No",32,"Yes","Healthcare",3,"Low",3,"Cat_6","C"
7588,"Female","No",20,"No","Healthcare",1,"Low",5,"Cat_6","D"
7589,"Male","No",19,"No","Healthcare",4,"Low",6,"Cat_2","D"
7590,"Female","Yes",38,"Yes","Artist",1,"Low",2,"Cat_3","C"
7591,"Female","Yes",33,"Yes","Artist",1,"Average",2,"Cat_6","C"
7592,"Male","Yes",39,"No","Executive",6,"Average",2,"Cat_4","D"
7593,"Female","Yes",61,"Yes","Artist",1,"Average",5,"Cat_6","C"
7594,"Male","No",30,"Yes","Artist",1,"Low",1,"Cat_6","A"
7595,"Male","Yes",49,"Yes","Artist",1,"Low",2,"Cat_6","C"
7596,"Female","No",19,"No","Healthcare",0,"Low",4,"Cat_6","D"
7597,"Male","Yes",49,"Yes","Artist",0,"Average",4,"Cat_6","B"
7598,"Female","No",43,"Yes","Entertainment",14,"Low",1,"Cat_6","A"
7599,"Male","No",32,"Yes","Healthcare",4,"Low",3,"Cat_2","D"
7600,"Female","No",26,"No","Healthcare",1,"Low",8,"Cat_4","C"
7601,"Male","Yes",65,"Yes","Executive",1,"Low",1,"Cat_6","B"
7602,"Female","No",20,"No","Doctor",1,"Low",6,"Cat_6","D"
7603,"Female","No",23,"No","Healthcare",3,"Low",4,"Cat_6","D"
7604,"Female","No",82,"No","Lawyer",0,"Low",3,"Cat_6","D"
7605,"Male","No",29,"Yes","Healthcare",1,"Low",2,"Cat_3","D"
7606,"Male","No",19,"No","Healthcare",0,"Low",3,"Cat_6","D"
7607,"Male","No",21,"No","Marketing",0,"Low",5,"Cat_1","C"
7608,"Female","No",39,"Yes","Artist",1,"Low",1,"Cat_6","A"
7609,"Female","No",29,"No","Homemaker",0,"Low",4,"Cat_4","A"
7610,"Male","No",30,"No","Doctor",7,"Low",3,"Cat_6","D"
7611,"Male","Yes",30,"No","Executive",0,"High",4,"Cat_6","D"
7612,"Female","Yes",62,"Yes","Lawyer",9,"Average",2,"Cat_4","B"
7613,"Male","No",30,"Yes","Healthcare",0,"Low",1,"Cat_6","D"
7614,"Male","No",22,"No","Healthcare",3,"Low",5,"Cat_4","D"
7615,"Male","Yes",37,"No","Executive",3,"High",6,"Cat_6","B"
7616,"Female","Yes",84,"Yes","Artist",0,"High",2,"Cat_6","B"
7617,"Female","No",25,"Yes","Healthcare",9,"Low",2,"Cat_6","D"
7618,"Male","Yes",52,"Yes","Artist",2,"Low",3,"Cat_3","A"
7619,"Female","Yes",70,"Yes","Lawyer",1,"High",2,"Cat_6","C"
7620,"Male","Yes",37,"Yes","Entertainment",1,"Low",2,"Cat_3","A"
7621,"Male","No",42,"Yes","Doctor",8,"Low",1,"Cat_6","C"
7622,"Male","No",33,"Yes","Healthcare",8,"Low",3,"Cat_3","D"
7623,"Male","Yes",87,"Yes","Lawyer",0,"Low",1,"Cat_6","D"
7624,"Female","Yes",31,"No","Artist",7,"Average",2,"Cat_6","B"
7625,"Male","Yes",38,"No","Marketing",3,"High",4,"Cat_7","C"
7626,"Male","No",38,"Yes","Entertainment",0,"Low",2,"Cat_4","D"
7627,"Male","Yes",56,"Yes","Artist",1,"High",2,"Cat_6","C"
7628,"Female","Yes",56,"Yes","Artist",1,"Average",5,"Cat_6","C"
7629,"Female","Yes",51,"Yes","Artist",0,"Low",3,"Cat_6","A"
7630,"Female","No",20,"No","Doctor",1,"Low",2,"Cat_6","D"
7631,"Female","No",23,"No","Marketing",4,"Low",4,"Cat_6","C"
7632,"Male","Yes",62,"Yes","Entertainment",9,"Average",2,"Cat_6","C"
7633,"Male","Yes",40,"Yes","Artist",13,"High",1,"Cat_4","D"
7634,"Female","No",28,"No","Engineer",3,"Low",3,"Cat_6","D"
7635,"Female","Yes",43,"Yes","Entertainment",0,"Average",2,"Cat_3","A"
